16.70,24.90,-36.04
12.89,23.14,-37.50
10.55,21.68,-37.79
7.03,18.16,-36.91
5.27,14.36,-35.45
4.69,12.01,-34.57
5.86,9.38,-33.40
6.15,7.91,-33.11
8.50,4.98,-32.23
12.30,3.81,-31.35
16.11,1.76,-31.05
19.34,2.05,-30.47
20.51,3.22,-31.05
23.73,3.22,-29.88
25.20,4.10,-31.64
27.25,6.15,-30.18
27.54,7.32,-31.05
28.13,7.91,-31.35
28.42,8.79,-30.76
29.00,10.55,-29.88
29.00,9.96,-30.18
29.00,10.84,-29.59
28.71,10.25,-29.30
28.71,9.96,-29.59
29.00,7.91,-29.30
27.54,6.45,-29.00
26.95,4.69,-29.59
25.78,2.93,-30.18
22.56,1.76,-29.88
22.56,1.76,-29.88
13.18,2.05,-30.76
7.91,4.98,-30.18
5.27,9.96,-32.23
4.10,13.48,-33.40
4.69,15.82,-33.40
4.69,19.34,-34.28
5.86,23.44,-34.57
9.67,25.20,-35.45
14.06,26.95,-36.33
18.46,26.66,-36.62
19.92,26.07,-37.21
23.14,25.49,-37.79
25.20,24.90,-37.50
27.25,24.02,-37.79
28.13,22.85,-36.33
29.30,21.97,-36.91
29.59,22.56,-38.09
30.18,21.39,-38.09
30.76,21.09,-38.67
30.47,21.68,-38.38
29.88,21.68,-38.96
28.13,23.14,-38.67
24.61,24.90,-38.96
20.21,26.07,-39.55
16.70,25.78,-39.84
13.77,23.44,-38.38
11.72,22.56,-38.67
8.79,21.09,-37.79
7.32,16.70,-35.74
6.74,13.77,-34.57
6.74,11.72,-33.40
7.91,9.08,-32.81
9.08,7.03,-31.64
10.84,3.81,-31.64
13.18,2.93,-31.64
16.41,1.76,-31.35
18.75,1.76,-31.35
20.51,2.64,-31.35
22.56,2.93,-31.05
23.44,2.34,-30.47
24.02,3.81,-29.88
25.20,3.81,-29.59
24.61,3.81,-28.71
25.20,3.81,-29.30
24.02,3.52,-30.47
23.14,3.22,-29.88
21.39,2.05,-29.88
17.87,1.17,-30.47
14.06,1.46,-30.76
12.01,1.46,-31.93
7.91,4.10,-31.64
4.10,7.32,-31.64
2.05,13.18,-32.81
2.34,16.99,-33.69
3.22,23.14,-33.69
7.62,26.95,-35.74
7.62,26.95,-35.74
7.62,26.95,-35.74
21.97,29.59,-37.21
25.49,28.71,-36.62
28.42,27.25,-36.62
29.88,26.37,-36.91
31.64,24.61,-36.62
34.28,22.27,-37.21
36.33,19.34,-37.79
36.62,18.75,-38.67
36.04,19.34,-38.96
33.69,23.14,-40.14
31.05,26.37,-39.26
25.78,29.00,-38.96
19.92,31.05,-39.84
12.60,29.00,-39.55
7.91,24.90,-37.21
5.57,20.21,-36.91
3.81,16.41,-35.45
4.10,9.96,-34.28
7.03,4.98,-32.81
8.79,2.64,-33.11
12.89,0.59,-32.23
16.99,-0.59,-32.81
20.51,0.29,-31.35
21.68,1.46,-33.11
22.85,1.46,-33.98
24.90,4.39,-33.69
27.83,7.91,-33.98
28.71,13.77,-33.69
28.71,15.53,-34.86
29.30,15.53,-33.98
29.59,14.94,-33.40
29.00,15.23,-33.98
29.00,14.36,-34.86
29.00,14.06,-35.16
28.71,13.18,-34.86
28.13,12.30,-35.16
28.71,12.30,-35.16
28.42,12.01,-35.45
28.71,11.72,-34.57
28.42,11.13,-34.28
27.83,9.96,-33.69
26.95,8.20,-35.74
26.95,5.57,-34.57
26.07,4.10,-33.40
25.49,4.69,-33.98
25.78,4.10,-33.69
25.20,4.10,-34.28
25.20,4.69,-34.28
23.14,4.10,-34.28
21.97,4.39,-34.28
17.87,3.81,-33.69
13.48,4.39,-33.40
9.96,6.45,-34.28
6.74,9.38,-34.28
5.86,12.89,-33.98
6.74,16.70,-34.57
8.50,20.51,-35.45
10.25,22.85,-37.21
12.30,24.61,-37.50
15.23,26.66,-38.67
16.70,27.25,-38.67
16.70,27.25,-38.67
16.70,27.25,-38.67
16.70,27.25,-38.67
23.44,27.54,-38.96
26.07,27.54,-39.26
27.54,27.54,-40.14
29.00,27.25,-40.72
29.00,26.66,-40.72
31.35,26.66,-41.60
31.35,25.49,-41.31
31.93,24.61,-40.72
32.52,23.73,-41.60
32.23,23.44,-41.60
33.11,23.14,-41.89
32.81,23.44,-42.19
31.64,24.02,-40.72
31.35,24.61,-41.60
29.30,25.78,-40.43
26.95,28.13,-39.84
24.61,29.00,-40.14
21.68,29.59,-40.72
18.75,30.18,-40.14
16.41,29.00,-40.43
14.06,28.13,-40.43
13.48,26.66,-39.55
13.48,26.66,-39.55
13.48,26.66,-39.55
13.48,26.66,-39.55
13.48,26.66,-39.55
13.48,26.66,-39.55
13.48,26.66,-39.55
5.27,15.82,-34.86
5.57,14.36,-33.98
6.15,12.60,-33.98
5.86,11.72,-32.81
6.45,10.55,-32.81
7.32,9.38,-32.52
8.50,8.79,-31.93
8.50,7.91,-31.64
9.38,6.45,-31.35
10.55,5.27,-30.76
12.30,4.10,-31.35
14.65,2.64,-31.93
16.70,2.05,-31.93
18.46,1.17,-32.52
21.39,0.88,-31.64
22.56,0.88,-31.64
23.73,1.76,-30.76
24.90,1.76,-30.76
26.07,2.64,-31.05
26.95,3.22,-31.05
27.54,3.81,-30.18
29.30,5.57,-29.59
29.30,5.86,-29.00
29.30,6.45,-27.54
30.18,7.03,-27.25
30.18,8.20,-26.66
30.76,8.79,-24.90
30.76,10.25,-24.61
30.76,10.25,-24.90
30.76,10.84,-25.20
31.05,10.84,-24.90
31.05,11.43,-24.61
30.47,9.96,-26.07
29.88,9.08,-27.25
28.71,8.20,-27.25
27.83,6.74,-28.42
26.66,5.27,-29.00
24.61,4.39,-29.00
22.27,2.64,-29.30
19.92,2.34,-29.59
18.46,2.05,-28.71
16.41,1.17,-29.59
15.53,1.46,-29.30
12.60,2.34,-29.88
10.84,3.22,-29.30
9.08,5.27,-29.59
7.62,6.74,-29.00
5.57,8.50,-29.59
4.39,11.43,-30.18
3.22,14.94,-29.59
2.64,17.87,-29.88
3.81,21.09,-30.18
4.98,25.49,-31.05
8.20,29.00,-31.35
8.20,29.00,-31.35
8.20,29.00,-31.35
19.34,33.11,-32.81
23.44,33.11,-32.52
26.95,32.52,-33.98
29.30,31.05,-33.69
32.23,29.00,-33.69
34.28,26.66,-34.28
35.16,25.49,-35.16
36.62,24.32,-34.86
36.62,23.14,-34.28
36.62,23.44,-35.45
37.79,23.14,-36.33
37.50,21.97,-36.62
38.09,21.68,-36.04
38.38,21.39,-35.45
38.67,21.39,-36.91
37.79,22.27,-36.91
37.79,22.27,-36.33
37.50,23.44,-36.62
35.45,25.20,-35.16
34.57,26.66,-34.57
33.11,29.00,-34.28
29.30,30.47,-33.98
26.66,31.35,-34.28
24.61,32.23,-33.98
22.27,32.52,-33.69
18.75,32.52,-34.28
16.11,32.23,-33.98
13.77,32.52,-34.28
11.72,31.35,-33.11
9.08,28.71,-32.23
6.74,26.07,-32.52
4.10,22.85,-31.35
2.64,20.80,-30.76
1.17,18.46,-30.76
0.88,15.53,-29.88
0.88,11.72,-29.59
2.05,8.20,-28.42
3.81,5.86,-27.83
5.27,4.10,-28.42
7.62,2.34,-28.42
10.25,1.76,-28.13
12.30,1.17,-28.13
14.94,0.00,-29.30
16.11,0.00,-30.18
19.04,0.29,-29.59
22.56,1.46,-29.30
24.90,2.93,-30.18
26.66,4.69,-30.47
27.25,5.57,-30.76
28.42,6.74,-30.47
29.59,8.50,-30.47
29.88,8.20,-30.18
30.47,9.08,-29.88
30.18,9.67,-30.47
30.18,10.25,-30.18
30.76,9.96,-29.30
30.47,9.08,-30.18
29.59,7.32,-29.59
27.83,5.86,-29.59
26.37,2.93,-29.59
24.02,1.46,-29.59
23.14,0.00,-29.59
19.04,-0.88,-29.00
16.70,-1.76,-28.71
13.48,-0.88,-27.83
10.25,-0.29,-27.83
6.45,2.34,-26.66
3.81,4.98,-27.25
1.46,8.79,-26.66
1.46,8.79,-26.66
-0.29,16.41,-28.13
-0.59,18.75,-27.54
-0.88,19.63,-27.54
2.05,21.97,-29.59
3.22,24.61,-31.05
5.27,26.07,-32.81
6.45,26.07,-34.28
6.15,26.07,-34.86
5.86,24.02,-36.33
5.86,22.56,-36.91
5.27,21.68,-36.91
6.15,21.97,-36.62
4.98,21.39,-36.91
5.57,21.68,-36.33
5.27,21.68,-36.91
6.15,21.97,-37.21
6.74,19.92,-38.09
8.20,18.75,-38.67
8.50,19.04,-38.67
8.79,18.46,-38.67
8.79,18.46,-39.84
9.38,18.16,-39.26
9.08,18.16,-39.26
8.79,18.75,-39.26
8.50,18.16,-41.02
7.62,18.16,-42.19
8.50,19.04,-41.31
8.20,18.46,-41.31
8.50,18.16,-42.77
8.79,17.87,-43.07
9.08,17.58,-42.48
9.08,17.87,-43.07
8.20,17.58,-42.77
8.50,17.58,-42.19
8.50,17.58,-41.60
8.79,18.16,-42.19
8.79,17.58,-42.77
8.50,17.87,-41.89
8.50,17.87,-42.19
8.50,17.87,-42.48
8.20,18.16,-42.48
8.79,17.29,-42.48
8.79,17.58,-41.89
8.20,17.29,-42.48
8.79,17.87,-42.48
8.50,17.58,-42.19
8.20,17.87,-42.48
8.79,17.58,-42.19
8.79,18.16,-42.77
8.79,17.87,-41.89
8.79,17.58,-42.77
8.20,17.29,-41.89
8.50,17.58,-42.48
8.20,17.87,-42.77
